Title;Synopsis;Début du projet;Fin du projet;Visuel;Nature;Budget;Catégorie;link.text;link.url;Owner;Year
Die Another Day ;;;01/01/2002;;MOVIE;142000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1;public;2002
Ghostbusters ;;;01/01/2016;;MOVIE;144000000;Action|Comedy|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1;public;2016
Armageddon ;;;01/01/1998;;MOVIE;140000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1;public;1998
Men in Black II ;;;01/01/2002;;MOVIE;140000000;Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1;public;2002
Beowulf ;;;01/01/2007;;MOVIE;150000000;Action|Adventure|Animation|Fantasy;IMDB;http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1;public;2007
Kung Fu Panda 3 ;;;01/01/2016;;MOVIE;145000000;Action|Adventure|Animation|Comedy|Family;IMDB;http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1;public;2016
Mission: Impossible - Ghost Protocol ;;;01/01/2011;;MOVIE;145000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1;public;2011
Rise of the Guardians ;;;01/01/2012;;MOVIE;145000000;Adventure|Animation|Family|Fantasy;IMDB;http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1;public;2012
Fun with Dick and Jane ;;;01/01/2005;;MOVIE;100000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1;public;2005
The Last Samurai ;;;01/01/2003;;MOVIE;140000000;Action|Drama|History|War;IMDB;http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1;public;2003
Exodus: Gods and Kings ;;;01/01/2014;;MOVIE;140000000;Action|Adventure|Drama;IMDB;http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1;public;2014
Star Trek ;;;01/01/2009;;MOVIE;150000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1;public;2009
Spider-Man ;;;01/01/2002;;MOVIE;139000000;Action|Adventure|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1;public;2002
How to Train Your Dragon 2 ;;;01/01/2014;;MOVIE;145000000;Action|Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1;public;2014
Gods of Egypt ;;;01/01/2016;;MOVIE;140000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1;public;2016
Stealth ;;;01/01/2005;;MOVIE;135000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1;public;2005
Watchmen ;;;01/01/2009;;MOVIE;130000000;Action|Drama|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1;public;2009
Lethal Weapon 4 ;;;01/01/1998;;MOVIE;140000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1;public;1998
Hulk ;;;01/01/2003;;MOVIE;137000000;Action|Sci-Fi;IMDB;http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1;public;2003
G.I. Joe: Retaliation ;;;01/01/2013;;MOVIE;130000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1;public;2013
Sahara ;;;01/01/2005;;MOVIE;130000000;Action|Adventure|Comedy|Thriller;IMDB;http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1;public;2005
Final Fantasy: The Spirits Within ;;;01/01/2001;;MOVIE;137000000;Action|Adventure|Animation|Fantasy|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1;public;2001
Captain America: The First Avenger ;;;01/01/2011;;MOVIE;140000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1;public;2011
The World Is Not Enough ;;;01/01/1999;;MOVIE;135000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1;public;1999
Master and Commander: The Far Side of the World ;;;01/01/2003;;MOVIE;150000000;Action|Adventure|Drama|History|War;IMDB;http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1;public;2003
The Twilight Saga: Breaking Dawn - Part 2 ;;;01/01/2012;;MOVIE;120000000;Adventure|Drama|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1;public;2012
Happy Feet 2 ;;;01/01/2011;;MOVIE;135000000;Animation|Comedy|Family|Musical;IMDB;http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1;public;2011
The Incredible Hulk ;;;01/01/2008;;MOVIE;150000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1;public;2008
Miami Vice             ;;;01/01/;;MOVIE;1500000;Action|Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1;public;0
The BFG ;;;01/01/2016;;MOVIE;140000000;Adventure|Family|Fantasy;IMDB;http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1;public;2016
The Revenant ;;;01/01/2015;;MOVIE;135000000;Adventure|Drama|Thriller|Western;IMDB;http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1;public;2015
Turbo ;;;01/01/2013;;MOVIE;135000000;Adventure|Animation|Comedy|Family|Sport;IMDB;http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1;public;2013
Rango ;;;01/01/2011;;MOVIE;135000000;Adventure|Animation|Comedy|Family|Western;IMDB;http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1;public;2011
Penguins of Madagascar ;;;01/01/2014;;MOVIE;132000000;Adventure|Animation|Comedy|Family;IMDB;http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1;public;2014
The Bourne Ultimatum ;;;01/01/2007;;MOVIE;110000000;Action|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1;public;2007
Kung Fu Panda ;;;01/01/2008;;MOVIE;130000000;Action|Adventure|Animation|Comedy|Family;IMDB;http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1;public;2008
Ant-Man ;;;01/01/2015;;MOVIE;130000000;Action|Adventure|Comedy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1;public;2015
The Hunger Games: Catching Fire ;;;01/01/2013;;MOVIE;130000000;Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1;public;2013
The Twilight Saga: Breaking Dawn - Part 2 ;;;01/01/2012;;MOVIE;120000000;Adventure|Drama|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1;public;2012
Home ;;;01/01/2015;;MOVIE;135000000;Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1;public;2015
War of the Worlds ;;;01/01/2005;;MOVIE;132000000;Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1;public;2005
Bad Boys II ;;;01/01/2003;;MOVIE;130000000;Action|Comedy|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1;public;2003
Puss in Boots ;;;01/01/2011;;MOVIE;130000000;Action|Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1;public;2011
Salt ;;;01/01/2010;;MOVIE;110000000;Action|Crime|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1;public;2010
Noah ;;;01/01/2014;;MOVIE;125000000;Action|Adventure|Drama;IMDB;http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1;public;2014
The Adventures of Tintin ;;;01/01/2011;;MOVIE;135000000;Action|Adventure|Family|Mystery;IMDB;http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1;public;2011
Harry Potter and the Prisoner of Azkaban ;;;01/01/2004;;MOVIE;130000000;Adventure|Family|Fantasy|Mystery;IMDB;http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1;public;2004
Australia ;;;01/01/2008;;MOVIE;130000000;Adventure|Drama|Romance|War;IMDB;http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1;public;2008
After Earth ;;;01/01/2013;;MOVIE;130000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1;public;2013
Dinosaur ;;;01/01/2000;;MOVIE;127500000;Adventure|Animation|Family|Thriller;IMDB;http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1;public;2000
Harry Potter and the Deathly Hallows: Part II ;;;01/01/2011;;MOVIE;;Action|Fantasy;IMDB;http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1;public;2011
Night at the Museum: Secret of the Tomb ;;;01/01/2014;;MOVIE;127000000;Adventure|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1;public;2014
Megamind ;;;01/01/2010;;MOVIE;130000000;Action|Animation|Comedy|Family|Sci-Fi;IMDB;http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1;public;2010
Harry Potter and the Sorcerer's Stone ;;;01/01/2001;;MOVIE;125000000;Adventure|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1;public;2001
R.I.P.D. ;;;01/01/2013;;MOVIE;130000000;Action|Comedy|Fantasy;IMDB;http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1;public;2013
Godzilla Resurgence ;;;01/01/2016;;MOVIE;;Action|Adventure|Drama|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1;public;2016
Pirates of the Caribbean: The Curse of the Black Pearl ;;;01/01/2003;;MOVIE;140000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1;public;2003
Harry Potter and the Deathly Hallows: Part I ;;;01/01/2010;;MOVIE;;Fantasy;IMDB;http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1;public;2010
The Hunger Games: Mockingjay - Part 1 ;;;01/01/2014;;MOVIE;125000000;Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1;public;2014
The Da Vinci Code ;;;01/01/2006;;MOVIE;125000000;Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1;public;2006
Rio 2 ;;;01/01/2014;;MOVIE;103000000;Adventure|Animation|Comedy|Family|Musical;IMDB;http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1;public;2014
X-Men 2 ;;;01/01/2003;;MOVIE;110000000;Action|Adventure|Fantasy|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1;public;2003
Fast Five ;;;01/01/2011;;MOVIE;125000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1;public;2011
Sherlock Holmes: A Game of Shadows ;;;01/01/2011;;MOVIE;125000000;Action|Adventure|Crime|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1;public;2011
Clash of the Titans ;;;01/01/2010;;MOVIE;125000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1;public;2010
Total Recall ;;;01/01/1990;;MOVIE;65000000;Action|Sci-Fi;IMDB;http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1;public;1990
The 13th Warrior ;;;01/01/1999;;MOVIE;85000000;Action|Adventure|History;IMDB;http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1;public;1999
The Bourne Legacy ;;;01/01/2012;;MOVIE;125000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1;public;2012
Batman & Robin ;;;01/01/1997;;MOVIE;125000000;Action;IMDB;http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1;public;1997
How the Grinch Stole Christmas ;;;01/01/2000;;MOVIE;123000000;Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1;public;2000
The Day After Tomorrow ;;;01/01/2004;;MOVIE;125000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1;public;2004
Mission: Impossible II ;;;01/01/2000;;MOVIE;125000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1;public;2000
The Perfect Storm ;;;01/01/2000;;MOVIE;140000000;Action|Adventure|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1;public;2000
Fantastic 4: Rise of the Silver Surfer ;;;01/01/2007;;MOVIE;130000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1;public;2007
Life of Pi ;;;01/01/2012;;MOVIE;120000000;Adventure|Drama|Fantasy;IMDB;http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1;public;2012
Ghost Rider ;;;01/01/2007;;MOVIE;110000000;Action|Fantasy|Thriller;IMDB;http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1;public;2007
Jason Bourne ;;;01/01/2016;;MOVIE;120000000;Action|Thriller;IMDB;http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1;public;2016
Charlie's Angels: Full Throttle ;;;01/01/2003;;MOVIE;120000000;Action|Adventure|Comedy|Crime;IMDB;http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1;public;2003
Prometheus ;;;01/01/2012;;MOVIE;130000000;Adventure|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1;public;2012
Stuart Little 2 ;;;01/01/2002;;MOVIE;120000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1;public;2002
Elysium ;;;01/01/2013;;MOVIE;115000000;Action|Drama|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1;public;2013
The Chronicles of Riddick ;;;01/01/2004;;MOVIE;105000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1;public;2004
RoboCop ;;;01/01/2014;;MOVIE;100000000;Action|Crime|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1;public;2014
Speed Racer ;;;01/01/2008;;MOVIE;120000000;Action|Family|Sport;IMDB;http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1;public;2008
How Do You Know ;;;01/01/2010;;MOVIE;120000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1;public;2010
Knight and Day ;;;01/01/2010;;MOVIE;117000000;Action|Comedy|Romance;IMDB;http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1;public;2010
Oblivion ;;;01/01/2013;;MOVIE;120000000;Action|Adventure|Mystery|Sci-Fi;IMDB;http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1;public;2013
Star Wars: Episode III - Revenge of the Sith ;;;01/01/2005;;MOVIE;113000000;Action|Adventure|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1;public;2005
Star Wars: Episode II - Attack of the Clones ;;;01/01/2002;;MOVIE;115000000;Action|Adventure|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1;public;2002
Monsters, Inc. ;;;01/01/2001;;MOVIE;115000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1;public;2001
The Wolverine ;;;01/01/2013;;MOVIE;120000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1;public;2013
Star Wars: Episode I - The Phantom Menace ;;;01/01/1999;;MOVIE;115000000;Action|Adventure|Fantasy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1;public;1999
The Croods ;;;01/01/2013;;MOVIE;135000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1;public;2013
Asterix at the Olympic Games ;;;01/01/2008;;MOVIE;78000000;Adventure|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1;public;2008
Windtalkers ;;;01/01/2002;;MOVIE;115000000;Action|Drama|War;IMDB;http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1;public;2002
The Huntsman: Winter's War ;;;01/01/2016;;MOVIE;115000000;Action|Adventure|Drama|Fantasy;IMDB;http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1;public;2016
Teenage Mutant Ninja Turtles ;;;01/01/2014;;MOVIE;125000000;Action|Adventure|Comedy|Sci-Fi;IMDB;http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1;public;2014
Gravity ;;;01/01/2013;;MOVIE;100000000;Adventure|Drama|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1;public;2013
Dante's Peak ;;;01/01/1997;;MOVIE;116000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1;public;1997
Teenage Mutant Ninja Turtles: Out of the Shadows ;;;01/01/2016;;MOVIE;135000000;Action|Adventure|Comedy|Sci-Fi;IMDB;http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1;public;2016
Fantastic Four ;;;01/01/2015;;MOVIE;120000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1;public;2015
Night at the Museum ;;;01/01/2006;;MOVIE;110000000;Action|Adventure|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1;public;2006
San Andreas ;;;01/01/2015;;MOVIE;110000000;Action|Adventure|Drama|Thriller;IMDB;http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1;public;2015
Tomorrow Never Dies ;;;01/01/1997;;MOVIE;110000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1;public;1997
The Patriot ;;;01/01/2000;;MOVIE;110000000;Action|Drama|History|War;IMDB;http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1;public;2000
Ocean's Twelve ;;;01/01/2004;;MOVIE;110000000;Crime|Thriller;IMDB;http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1;public;2004
Mr. & Mrs. Smith ;;;01/01/2005;;MOVIE;120000000;Action|Comedy|Crime|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1;public;2005
Insurgent ;;;01/01/2015;;MOVIE;110000000;Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1;public;2015
The Aviator ;;;01/01/2004;;MOVIE;110000000;Biography|Drama;IMDB;http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1;public;2004
Gulliver's Travels ;;;01/01/2010;;MOVIE;112000000;Adventure|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1;public;2010
The Green Hornet ;;;01/01/2011;;MOVIE;120000000;Action|Comedy|Crime|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1;public;2011
The A-Team             ;;;01/01/;;MOVIE;;Action|Adventure|Crime;IMDB;http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1;public;0
300: Rise of an Empire ;;;01/01/2014;;MOVIE;110000000;Action|Drama|Fantasy|War;IMDB;http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1;public;2014
The Smurfs ;;;01/01/2011;;MOVIE;110000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1;public;2011
Home on the Range ;;;01/01/2004;;MOVIE;110000000;Animation|Comedy|Family|Music|Western;IMDB;http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1;public;2004
Allegiant ;;;01/01/2016;;MOVIE;110000000;Action|Adventure|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1;public;2016
Real Steel ;;;01/01/2011;;MOVIE;110000000;Action|Drama|Sci-Fi|Sport;IMDB;http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1;public;2011
The Smurfs 2 ;;;01/01/2013;;MOVIE;105000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1;public;2013
Speed 2: Cruise Control ;;;01/01/1997;;MOVIE;160000000;Action|Crime|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1;public;1997
Ender's Game ;;;01/01/2013;;MOVIE;110000000;Action|Sci-Fi;IMDB;http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1;public;2013
Live Free or Die Hard ;;;01/01/2007;;MOVIE;110000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1;public;2007
The Lord of the Rings: The Fellowship of the Ring ;;;01/01/2001;;MOVIE;93000000;Action|Adventure|Drama|Fantasy;IMDB;http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1;public;2001
Around the World in 80 Days ;;;01/01/2004;;MOVIE;110000000;Action|Adventure|Comedy;IMDB;http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1;public;2004
Ali ;;;01/01/2001;;MOVIE;107000000;Biography|Drama|Sport;IMDB;http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1;public;2001
The Cat in the Hat ;;;01/01/2003;;MOVIE;109000000;Adventure|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1;public;2003
I, Robot ;;;01/01/2004;;MOVIE;120000000;Action|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1;public;2004
Kingdom of Heaven ;;;01/01/2005;;MOVIE;130000000;Action|Adventure|Drama|History|War;IMDB;http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1;public;2005
Stuart Little ;;;01/01/1999;;MOVIE;133000000;Adventure|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1;public;1999
The Princess and the Frog ;;;01/01/2009;;MOVIE;105000000;Animation|Family|Fantasy|Musical|Romance;IMDB;http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1;public;2009
The Martian ;;;01/01/2015;;MOVIE;108000000;Adventure|Drama|Sci-Fi;IMDB;http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1;public;2015
10,000 B.C.             ;;;01/01/;;MOVIE;;Comedy;IMDB;http://www.imdb.com/title/tt1869849/?ref_=fn_tt_tt_1;public;0
The Island ;;;01/01/2005;;MOVIE;126000000;Action|Adventure|Romance|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1;public;2005
Town & Country ;;;01/01/2001;;MOVIE;90000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1;public;2001
Gone in Sixty Seconds ;;;01/01/2000;;MOVIE;90000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1;public;2000
Gladiator ;;;01/01/2000;;MOVIE;103000000;Action|Drama|Romance;IMDB;http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1;public;2000
Minority Report ;;;01/01/2002;;MOVIE;102000000;Action|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1;public;2002
Harry Potter and the Chamber of Secrets ;;;01/01/2002;;MOVIE;100000000;Adventure|Family|Fantasy|Mystery;IMDB;http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1;public;2002
Casino Royale ;;;01/01/2006;;MOVIE;150000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1;public;2006
Planet of the Apes ;;;01/01/2001;;MOVIE;100000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1;public;2001
Terminator 2: Judgment Day ;;;01/01/1991;;MOVIE;102000000;Action|Sci-Fi;IMDB;http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1;public;1991
Public Enemies ;;;01/01/2009;;MOVIE;100000000;Biography|Crime|Drama|History|Romance;IMDB;http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1;public;2009
American Gangster ;;;01/01/2007;;MOVIE;100000000;Biography|Crime|Drama;IMDB;http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1;public;2007
True Lies ;;;01/01/1994;;MOVIE;115000000;Action|Comedy|Thriller;IMDB;http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1;public;1994
The Taking of Pelham 1 2 3 ;;;01/01/2009;;MOVIE;100000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1;public;2009
Little Fockers ;;;01/01/2010;;MOVIE;100000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1;public;2010
The Other Guys ;;;01/01/2010;;MOVIE;100000000;Action|Comedy|Crime;IMDB;http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1;public;2010
Eraser ;;;01/01/1996;;MOVIE;100000000;Action|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1;public;1996
Django Unchained ;;;01/01/2012;;MOVIE;100000000;Drama|Western;IMDB;http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1;public;2012
The Hunchback of Notre Dame ;;;01/01/1996;;MOVIE;100000000;Animation|Drama|Family|Musical|Romance;IMDB;http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1;public;1996
